task,topology_family,repeat,drift,feature_group,macro_f1,bal_acc,class_mae,adjacent_acc
scale,line,1,0.6,Operational,0.34909849508063795,0.3819444444444445,0.8958333333333334,0.7743055555555556
scale,line,1,0.6,All,0.8949074074074074,0.9027777777777778,0.09722222222222222,1.0
scale,line,1,0.8,Topological,0.8856451220064798,0.8854166666666666,0.11458333333333333,1.0
scale,line,1,0.8,Complexity,0.5755086935788205,0.5659722222222222,0.7569444444444444,0.8125
scale,line,1,0.8,Operational,0.2835928893416988,0.3333333333333333,1.0729166666666667,0.7013888888888888
scale,line,1,0.8,All,0.8601501501501502,0.8680555555555557,0.13194444444444445,1.0
scale,line,1,1.0,Topological,0.8261275198249153,0.8229166666666666,0.18055555555555555,0.9965277777777778
scale,line,1,1.0,Complexity,0.5398776068352632,0.53125,0.8159722222222222,0.7881944444444444
scale,line,1,1.0,Operational,0.25061674022472474,0.2951388888888889,1.1736111111111112,0.65625
scale,line,1,1.0,All,0.8145881736685104,0.8229166666666666,0.1909722222222222,0.9861111111111112
scale,line,2,0.0,Topological,0.9718034109486416,0.9722222222222222,0.027777777777777776,1.0
scale,line,2,0.0,Complexity,0.8544469630420576,0.8576388888888888,0.15625,0.9895833333333334
scale,line,2,0.0,Operational,0.827915828473472,0.8263888888888888,0.2222222222222222,0.96875
scale,line,2,0.0,All,0.9653900709219858,0.9652777777777778,0.034722222222222224,1.0
scale,line,2,0.2,Topological,0.9648914627453208,0.9652777777777777,0.034722222222222224,1.0
scale,line,2,0.2,Complexity,0.7864580909999312,0.7881944444444443,0.2361111111111111,0.9861111111111112
scale,line,2,0.2,Operational,0.6363983282410514,0.6354166666666667,0.4305555555555556,0.9583333333333334
scale,line,2,0.2,All,0.9653900709219858,0.9652777777777778,0.034722222222222224,1.0
scale,line,2,0.4,Topological,0.9194028413450894,0.9201388888888888,0.0798611111111111,1.0
scale,line,2,0.4,Complexity,0.6952244141699647,0.6944444444444443,0.4618055555555556,0.8993055555555556
scale,line,2,0.4,Operational,0.4827219991768015,0.5,0.6631944444444444,0.8645833333333334
scale,line,2,0.4,All,0.9585106382978724,0.9583333333333334,0.041666666666666664,1.0
scale,line,2,0.6,Topological,0.8979699318852775,0.8993055555555555,0.10069444444444445,1.0
scale,line,2,0.6,Complexity,0.6916313128287842,0.6909722222222223,0.4930555555555556,0.8819444444444444
scale,line,2,0.6,Operational,0.41307688241637924,0.4375,0.8368055555555556,0.7777777777777778
scale,line,2,0.6,All,0.9586463838145164,0.9583333333333334,0.041666666666666664,1.0
scale,line,2,0.8,Topological,0.864935470854359,0.8645833333333334,0.13541666666666666,1.0
scale,line,2,0.8,Complexity,0.5818773919019554,0.576388888888889,0.6493055555555556,0.8611111111111112
scale,line,2,0.8,Operational,0.33194037682843835,0.375,1.0069444444444444,0.7048611111111112
scale,line,2,0.8,All,0.8997319770761821,0.8993055555555555,0.11458333333333333,0.9861111111111112
scale,line,2,1.0,Topological,0.8233038118310615,0.8194444444444445,0.18055555555555555,1.0
scale,line,2,1.0,Complexity,0.5642333199569862,0.5555555555555556,0.7430555555555556,0.8229166666666666
scale,line,2,1.0,Operational,0.32895359102265426,0.3819444444444444,1.1111111111111112,0.65625
scale,line,2,1.0,All,0.8283011674414106,0.8298611111111112,0.19444444444444445,0.9756944444444444
scale,line,3,0.0,Topological,0.9825166992505703,0.982638888888889,0.017361111111111112,1.0
scale,line,3,0.0,Complexity,0.8636138277952234,0.8645833333333334,0.1597222222222222,0.9791666666666666
scale,line,3,0.0,Operational,0.8447470818801578,0.8437500000000001,0.17708333333333334,0.9826388888888888
scale,line,3,0.0,All,0.9827101042985471,0.982638888888889,0.017361111111111112,1.0
scale,line,3,0.2,Topological,0.9790480391824178,0.9791666666666666,0.020833333333333332,1.0
scale,line,3,0.2,Complexity,0.8306287401696295,0.8333333333333334,0.1909722222222222,0.9756944444444444
scale,line,3,0.2,Operational,0.6766201753400548,0.6736111111111112,0.3541666666666667,0.9756944444444444
scale,line,3,0.2,All,0.9930525401650022,0.9930555555555555,0.006944444444444444,1.0
scale,line,3,0.4,Topological,0.9478110262214677,0.9479166666666666,0.052083333333333336,1.0
scale,line,3,0.4,Complexity,0.7437302034575946,0.7465277777777778,0.3020833333333333,0.9548611111111112
scale,line,3,0.4,Operational,0.4985744591449995,0.5138888888888888,0.5659722222222222,0.9270833333333334
scale,line,3,0.4,All,0.9823906252477682,0.9826388888888888,0.017361111111111112,1.0
scale,line,3,0.6,Topological,0.941117172675522,0.9409722222222222,0.059027777777777776,1.0
scale,line,3,0.6,Complexity,0.6836330794929225,0.6805555555555557,0.5347222222222222,0.8680555555555556
scale,line,3,0.6,Operational,0.4874622761955689,0.5138888888888888,0.6736111111111112,0.8298611111111112
scale,line,3,0.6,All,0.9681766071343976,0.96875,0.03125,1.0
scale,line,3,0.8,Topological,0.9043089892962016,0.9027777777777777,0.09722222222222222,1.0
scale,line,3,0.8,Complexity,0.6148535518528843,0.611111111111111,0.6666666666666666,0.8333333333333334
scale,line,3,0.8,Operational,0.4294475224507018,0.4548611111111111,0.7777777777777778,0.8090277777777778
scale,line,3,0.8,All,0.9336608487058098,0.9340277777777778,0.06944444444444445,0.9965277777777778
scale,line,3,1.0,Topological,0.8750222580272582,0.875,0.1284722222222222,0.9965277777777778
scale,line,3,1.0,Complexity,0.5743731471403349,0.576388888888889,0.6979166666666666,0.8263888888888888
scale,line,3,1.0,Operational,0.3858149438666005,0.4270833333333333,0.8993055555555556,0.7395833333333334
scale,line,3,1.0,All,0.8786716745730656,0.8819444444444443,0.125,0.9930555555555556
scale,line,4,0.0,Topological,0.9895731508634734,0.9895833333333334,0.010416666666666666,1.0
scale,line,4,0.0,Complexity,0.8687081437118399,0.8715277777777778,0.17708333333333334,0.9618055555555556
scale,line,4,0.0,Operational,0.8431439809646943,0.8402777777777778,0.1840277777777778,0.9791666666666666
scale,line,4,0.0,All,0.9861029104030224,0.9861111111111112,0.013888888888888888,1.0
scale,line,4,0.2,Topological,0.9721000325839037,0.9722222222222223,0.027777777777777776,1.0
scale,line,4,0.2,Complexity,0.8226565642020319,0.8263888888888888,0.22916666666666666,0.9548611111111112
scale,line,4,0.2,Operational,0.6121879397669233,0.6076388888888888,0.4236111111111111,0.9791666666666666
scale,line,4,0.2,All,0.9859849050794814,0.9861111111111112,0.013888888888888888,1.0
scale,line,4,0.4,Topological,0.9580851063829786,0.9583333333333334,0.041666666666666664,1.0
scale,line,4,0.4,Complexity,0.7841749023461214,0.7881944444444445,0.2986111111111111,0.9340277777777778
scale,line,4,0.4,Operational,0.46335514956061763,0.4756944444444444,0.625,0.9131944444444444
scale,line,4,0.4,All,0.9824576111174049,0.9826388888888888,0.017361111111111112,1.0
scale,line,4,0.6,Topological,0.9294205818704921,0.9305555555555555,0.06944444444444445,1.0
scale,line,4,0.6,Complexity,0.6913464587877028,0.6944444444444443,0.46875,0.8854166666666666
scale,line,4,0.6,Operational,0.41139436524689216,0.4305555555555556,0.7465277777777778,0.8472222222222222
scale,line,4,0.6,All,0.9650274036740202,0.9652777777777778,0.034722222222222224,1.0
scale,line,4,0.8,Topological,0.9065267020522007,0.90625,0.09375,1.0
scale,line,4,0.8,Complexity,0.658264103919405,0.65625,0.5763888888888888,0.84375
scale,line,4,0.8,Operational,0.3789143130795667,0.40625,0.8993055555555556,0.7430555555555556
scale,line,4,0.8,All,0.9299723925360062,0.9305555555555557,0.06944444444444445,1.0
scale,line,4,1.0,Topological,0.8798600697698635,0.8784722222222222,0.13541666666666666,0.9895833333333334
scale,line,4,1.0,Complexity,0.644075396774626,0.638888888888889,0.6215277777777778,0.8506944444444444
scale,line,4,1.0,Operational,0.35193556734377024,0.37847222222222215,0.96875,0.7222222222222222
scale,line,4,1.0,All,0.9128692511407436,0.9131944444444443,0.1076388888888889,0.9826388888888888
scale,line,5,0.0,Topological,0.9930525401650022,0.9930555555555555,0.006944444444444444,1.0
scale,line,5,0.0,Complexity,0.8971014309287505,0.8993055555555557,0.14583333333333334,0.9652777777777778
scale,line,5,0.0,Operational,0.8579888564837326,0.8576388888888888,0.17708333333333334,0.9791666666666666
scale,line,5,0.0,All,0.9965274009766686,0.9965277777777778,0.003472222222222222,1.0
scale,line,5,0.2,Topological,0.9825635517364842,0.9826388888888888,0.017361111111111112,1.0
scale,line,5,0.2,Complexity,0.810466747530266,0.8125,0.24305555555555555,0.9548611111111112
scale,line,5,0.2,Operational,0.6064480222619757,0.6041666666666666,0.4444444444444444,0.9756944444444444
scale,line,5,0.2,All,0.9895040823113416,0.9895833333333334,0.010416666666666666,1.0
scale,line,5,0.4,Topological,0.9580859685873452,0.9583333333333334,0.041666666666666664,1.0
scale,line,5,0.4,Complexity,0.687087956659964,0.6875,0.4340277777777778,0.8958333333333334
scale,line,5,0.4,Operational,0.4517602514565271,0.46875,0.6909722222222222,0.8715277777777778
scale,line,5,0.4,All,0.9642427891468307,0.9652777777777778,0.034722222222222224,1.0
scale,line,5,0.6,Topological,0.9239998094761784,0.9236111111111112,0.0763888888888889,1.0
scale,line,5,0.6,Complexity,0.6750276534444616,0.6736111111111112,0.4722222222222222,0.8958333333333334
scale,line,5,0.6,Operational,0.37287731770025223,0.3993055555555555,0.8402777777777778,0.8090277777777778
scale,line,5,0.6,All,0.9321932812144622,0.9340277777777778,0.06597222222222222,1.0
scale,line,5,0.8,Topological,0.9013479562010466,0.8993055555555555,0.10069444444444445,1.0
scale,line,5,0.8,Complexity,0.6112294906110616,0.6041666666666666,0.6215277777777778,0.84375
scale,line,5,0.8,Operational,0.3008319857550687,0.3368055555555555,1.0451388888888888,0.71875
scale,line,5,0.8,All,0.8837807679101317,0.8888888888888888,0.1111111111111111,1.0
scale,line,5,1.0,Topological,0.8412885909126194,0.8402777777777778,0.1597222222222222,1.0
scale,line,5,1.0,Complexity,0.5763228262852568,0.5729166666666666,0.7256944444444444,0.7951388888888888
scale,line,5,1.0,Operational,0.28752558472172346,0.3229166666666667,1.0763888888888888,0.7152777777777778
scale,line,5,1.0,All,0.8419629390217626,0.8472222222222223,0.16319444444444445,0.9895833333333334
scale,line,6,0.0,Topological,0.9753581813375628,0.9756944444444445,0.024305555555555556,1.0
scale,line,6,0.0,Complexity,0.8866251614878303,0.888888888888889,0.1284722222222222,0.9826388888888888
scale,line,6,0.0,Operational,0.8210810399602683,0.8194444444444443,0.19791666666666666,0.9861111111111112
scale,line,6,0.0,All,0.9826303113796909,0.9826388888888888,0.017361111111111112,1.0
scale,line,6,0.2,Topological,0.9649396135265701,0.9652777777777777,0.034722222222222224,1.0
scale,line,6,0.2,Complexity,0.8477794174055288,0.8506944444444443,0.1736111111111111,0.9756944444444444
scale,line,6,0.2,Operational,0.6264933179452506,0.625,0.4131944444444444,0.96875
scale,line,6,0.2,All,0.986086956521739,0.9861111111111112,0.013888888888888888,1.0
scale,line,6,0.4,Topological,0.944149978071653,0.9444444444444443,0.05555555555555555,1.0
scale,line,6,0.4,Complexity,0.7867482330165894,0.7847222222222222,0.3090277777777778,0.9340277777777778
scale,line,6,0.4,Operational,0.48131046263054,0.49652777777777773,0.6284722222222222,0.8923611111111112
scale,line,6,0.4,All,0.9684703331362113,0.96875,0.034722222222222224,0.9965277777777778
scale,line,6,0.6,Topological,0.9375867166796418,0.9375,0.0625,1.0
scale,line,6,0.6,Complexity,0.7091933696555545,0.7048611111111112,0.4409722222222222,0.9097222222222222
scale,line,6,0.6,Operational,0.41599361103860666,0.4444444444444445,0.8402777777777778,0.7604166666666666
scale,line,6,0.6,All,0.9578956825390071,0.9583333333333334,0.04513888888888889,0.9965277777777778
scale,line,6,0.8,Topological,0.9110370656956924,0.9097222222222222,0.09375,0.9965277777777778
scale,line,6,0.8,Complexity,0.6542927676925979,0.6458333333333334,0.5902777777777778,0.84375
scale,line,6,0.8,Operational,0.4011615521202833,0.4375,0.9201388888888888,0.71875
scale,line,6,0.8,All,0.9300545760996798,0.9305555555555557,0.0798611111111111,0.9895833333333334
scale,line,6,1.0,Topological,0.9003081110150432,0.8993055555555557,0.10069444444444445,1.0
scale,line,6,1.0,Complexity,0.6156482402898172,0.611111111111111,0.625,0.8333333333333334
scale,line,6,1.0,Operational,0.2993626183995561,0.34375,1.1180555555555556,0.6631944444444444
scale,line,6,1.0,All,0.8541518524282784,0.8576388888888888,0.16319444444444445,0.9791666666666666
scale,line,7,0.0,Topological,0.975675626728966,0.9756944444444445,0.024305555555555556,1.0
scale,line,7,0.0,Complexity,0.887073835430742,0.8888888888888888,0.1388888888888889,0.9791666666666666
scale,line,7,0.0,Operational,0.8590952236737333,0.8576388888888888,0.14930555555555555,0.9930555555555556
scale,line,7,0.0,All,0.9895731508634734,0.9895833333333334,0.010416666666666666,1.0
scale,line,7,0.2,Topological,0.9614668521723394,0.9618055555555555,0.03819444444444445,1.0
scale,line,7,0.2,Complexity,0.7806749410182389,0.7847222222222222,0.2569444444444444,0.9652777777777778
scale,line,7,0.2,Operational,0.6496252564038636,0.6493055555555555,0.3645833333333333,0.9861111111111112
scale,line,7,0.2,All,0.9751742140506185,0.9756944444444445,0.024305555555555556,1.0
scale,line,7,0.4,Topological,0.9331974064419312,0.9340277777777778,0.06597222222222222,1.0
scale,line,7,0.4,Complexity,0.7533859318983048,0.7569444444444443,0.3194444444444444,0.9409722222222222
scale,line,7,0.4,Operational,0.4667560691531107,0.48611111111111116,0.6388888888888888,0.8819444444444444
scale,line,7,0.4,All,0.9493602540103566,0.9513888888888888,0.04861111111111111,1.0
scale,line,7,0.6,Topological,0.9272667660891704,0.9270833333333334,0.0763888888888889,0.9965277777777778
scale,line,7,0.6,Complexity,0.6552368386331576,0.6527777777777778,0.5347222222222222,0.8645833333333334
scale,line,7,0.6,Operational,0.3596753512284802,0.3923611111111111,0.8645833333333334,0.7743055555555556
scale,line,7,0.6,All,0.8937919207784274,0.8993055555555555,0.1076388888888889,0.9930555555555556
scale,line,7,0.8,Topological,0.8844502689553568,0.8819444444444443,0.125,0.9930555555555556
scale,line,7,0.8,Complexity,0.605842541223471,0.6041666666666666,0.6041666666666666,0.8576388888888888
scale,line,7,0.8,Operational,0.31715973667322156,0.36111111111111116,0.9756944444444444,0.7256944444444444
scale,line,7,0.8,All,0.8577822200011106,0.861111111111111,0.15625,0.9826388888888888
scale,line,7,1.0,Topological,0.8608783137640037,0.8576388888888888,0.14583333333333334,0.9965277777777778
scale,line,7,1.0,Complexity,0.5327686780847025,0.5277777777777778,0.7395833333333334,0.8090277777777778
scale,line,7,1.0,Operational,0.27335621632575463,0.3125,1.1076388888888888,0.6736111111111112
scale,line,7,1.0,All,0.8612592820115369,0.8645833333333334,0.1388888888888889,0.9965277777777778
scale,line,8,0.0,Topological,0.9895810955961334,0.9895833333333334,0.010416666666666666,1.0
scale,line,8,0.0,Complexity,0.8853838656470235,0.8854166666666666,0.12152777777777778,0.9930555555555556
scale,line,8,0.0,Operational,0.8564945749392745,0.857638888888889,0.1701388888888889,0.9861111111111112
scale,line,8,0.0,All,1.0,1.0,0.0,1.0
scale,line,8,0.2,Topological,0.9860342186519998,0.9861111111111112,0.013888888888888888,1.0
scale,line,8,0.2,Complexity,0.8198865054966035,0.8194444444444445,0.19791666666666666,0.9826388888888888
scale,line,8,0.2,Operational,0.6111798639690532,0.6180555555555555,0.4201388888888889,0.9756944444444444
scale,line,8,0.2,All,1.0,1.0,0.0,1.0
scale,line,8,0.4,Topological,0.9650531311815507,0.9652777777777777,0.034722222222222224,1.0
scale,line,8,0.4,Complexity,0.7258289725493907,0.7256944444444443,0.3645833333333333,0.9201388888888888
scale,line,8,0.4,Operational,0.44794640072376485,0.47222222222222227,0.6284722222222222,0.9166666666666666
scale,line,8,0.4,All,0.9753692511407436,0.9756944444444445,0.024305555555555556,1.0
scale,line,8,0.6,Topological,0.9377302966289478,0.9375,0.0625,1.0
scale,line,8,0.6,Complexity,0.6909805235686765,0.6875,0.4756944444444444,0.8958333333333334
scale,line,8,0.6,Operational,0.3459771605652295,0.37152777777777773,0.8611111111111112,0.8055555555555556
scale,line,8,0.6,All,0.92172238656025,0.923611111111111,0.0763888888888889,1.0
scale,line,8,0.8,Topological,0.8963918848419166,0.8958333333333334,0.10416666666666667,1.0
scale,line,8,0.8,Complexity,0.6293801086692785,0.6215277777777778,0.625,0.8506944444444444
scale,line,8,0.8,Operational,0.2877847320698852,0.3229166666666667,1.1041666666666667,0.6666666666666666
scale,line,8,0.8,All,0.8724876270691814,0.875,0.1284722222222222,0.9965277777777778
scale,line,8,1.0,Topological,0.8972329446233004,0.8958333333333334,0.10416666666666667,1.0
scale,line,8,1.0,Complexity,0.6105444865260173,0.6041666666666666,0.6284722222222222,0.8368055555555556
scale,line,8,1.0,Operational,0.24086095311435685,0.2743055555555556,1.2118055555555556,0.6458333333333334
scale,line,8,1.0,All,0.8456989247311829,0.8506944444444445,0.1597222222222222,0.9895833333333334
scale,line,9,0.0,Topological,0.9791489361702128,0.9791666666666666,0.020833333333333332,1.0
scale,line,9,0.0,Complexity,0.8741355151356222,0.8784722222222222,0.15625,0.96875
scale,line,9,0.0,Operational,0.815138057372582,0.8159722222222222,0.19444444444444445,0.9895833333333334
scale,line,9,0.0,All,0.9860342186519998,0.9861111111111112,0.013888888888888888,1.0
scale,line,9,0.2,Topological,0.9755253725712131,0.9756944444444443,0.024305555555555556,1.0
scale,line,9,0.2,Complexity,0.8122593098651832,0.8159722222222223,0.22916666666666666,0.9583333333333334
scale,line,9,0.2,Operational,0.5983378083261467,0.59375,0.4305555555555556,0.9791666666666666
scale,line,9,0.2,All,0.9823906252477682,0.9826388888888888,0.017361111111111112,1.0
scale,line,9,0.4,Topological,0.9581103552532125,0.9583333333333334,0.041666666666666664,1.0
scale,line,9,0.4,Complexity,0.7480014678790871,0.75,0.3645833333333333,0.9270833333333334
scale,line,9,0.4,Operational,0.4438455676545369,0.45833333333333326,0.65625,0.8923611111111112
scale,line,9,0.4,All,0.9719249004963291,0.9722222222222223,0.03125,0.9965277777777778
scale,line,9,0.6,Topological,0.9412232889955661,0.9409722222222223,0.059027777777777776,1.0
scale,line,9,0.6,Complexity,0.6729804212137567,0.6666666666666666,0.5243055555555556,0.8680555555555556
scale,line,9,0.6,Operational,0.3830638771238342,0.3993055555555555,0.7708333333333334,0.8506944444444444
scale,line,9,0.6,All,0.9546232160719529,0.9548611111111112,0.04861111111111111,0.9965277777777778
scale,line,9,0.8,Topological,0.9080357193897092,0.9062499999999999,0.09375,1.0
scale,line,9,0.8,Complexity,0.6020534992496976,0.5972222222222223,0.6666666666666666,0.8159722222222222
scale,line,9,0.8,Operational,0.3518063564343297,0.375,0.8923611111111112,0.7708333333333334
scale,line,9,0.8,All,0.8951442470059492,0.8958333333333334,0.1076388888888889,0.9965277777777778
scale,line,9,1.0,Topological,0.8598266458815959,0.8576388888888888,0.1423611111111111,1.0
scale,line,9,1.0,Complexity,0.5566661065747719,0.5486111111111112,0.7256944444444444,0.8159722222222222
scale,line,9,1.0,Operational,0.30673327483585683,0.34027777777777773,1.03125,0.71875
scale,line,9,1.0,All,0.8380230282490467,0.8402777777777778,0.1701388888888889,0.9895833333333334
boundary,gridish,0,0.0,Topological,0.9861084314103801,0.9861111111111112,,
boundary,gridish,0,0.0,Complexity,0.9861084314103801,0.9861111111111112,,
boundary,gridish,0,0.0,Operational,0.9722222222222222,0.9722222222222222,,
boundary,gridish,0,0.0,All,0.9861084314103801,0.9861111111111112,,
boundary,gridish,0,0.2,Topological,0.9861084314103801,0.9861111111111112,,
boundary,gridish,0,0.2,Complexity,0.9861084314103801,0.9861111111111112,,
boundary,gridish,0,0.2,Operational,0.9861084314103801,0.9861111111111112,,
boundary,gridish,0,0.2,All,0.9861084314103801,0.9861111111111112,,
boundary,gridish,0,0.4,Topological,0.9861084314103801,0.9861111111111112,,
